发布时间,新闻标题,URL,影响评分
2024-04-24,伊利股份：融资净偿还4285.37万元，融资余额30.74亿元（04-23）,http://stock.eastmoney.com/a/202404243056756558.html,-2
2024-04-23,伊利股份：呼和浩特投资有限责任公司所持公司股份累计质押数量约1.94亿股,http://finance.eastmoney.com/a/202404233056133685.html,-2
2024-04-23,伊利股份：融资净买入8161.03万元，两市排名第八（04-22）,http://stock.eastmoney.com/a/202404233055142651.html,2
2024-04-20,伊利股份：融资净偿还1198.72万元，融资余额30.35亿元（04-19）,http://stock.eastmoney.com/a/202404203052808558.html,-1
2024-04-19,伊利股份：融资净偿还5090.57万元，两市排名第14（04-18）,http://stock.eastmoney.com/a/202404193051227247.html,0
2024-04-18,伊利股份：融资净买入1103.71万元，融资余额30.98亿元（04-17）,http://stock.eastmoney.com/a/202404183049603444.html,2
2024-04-17,伊利股份：股东呼和浩特投资累计质押约2.15亿股 占公司总股本3.37%,http://finance.eastmoney.com/a/202404173048809758.html,-2
2024-04-17,伊利股份：融资净偿还1404.19万元，融资余额30.87亿元（04-16）,http://stock.eastmoney.com/a/202404173047601982.html,1
2024-04-16,伊利股份：融资净偿还3793.68万元，融资余额31.01亿元（04-15）,http://stock.eastmoney.com/a/202404163045348114.html,-1
2024-04-15,食品饮料行业资金流出榜：伊利股份等12股净流出资金超千万元,http://stock.eastmoney.com/a/202404153044604120.html,-2
2024-04-13,伊利股份：融资净买入3454.75万元，融资余额31.39亿元（04-12）,http://stock.eastmoney.com/a/202404133042901387.html,2
2024-04-12,伊利股份：融资净买入4801.93万元，两市排名第20（04-11）,http://stock.eastmoney.com/a/202404123041511383.html,2
2024-04-11,大宗交易：机构账户买入伊利股份540.4万元（04-11）,http://stock.eastmoney.com/a/202404113040805286.html,2
2024-04-11,伊利股份：融资净偿还206.51万元，融资余额30.56亿元（04-10）,http://stock.eastmoney.com/a/202404113039992948.html,-1
2024-04-10,伊利股份：融资净偿还896.13万元，融资余额30.58亿元（04-09）,http://stock.eastmoney.com/a/202404103038404289.html,2
2024-04-09,伊利股份：连续3日融资净买入累计1.33亿元（04-08）,http://stock.eastmoney.com/a/202404093036973611.html,2
2024-04-04,伊利股份：融资净买入1344.19万元，融资余额30.27亿元（04-03）,http://stock.eastmoney.com/a/202404043034737160.html,2
2024-04-03,伊利股份：融资净买入7958.45万元，两市排名第十（04-02）,http://stock.eastmoney.com/a/202404033033408454.html,2
2024-04-02,伊利股份：融资净偿还2513.43万元，融资余额29.34亿元（04-01）,http://stock.eastmoney.com/a/202404023031884124.html,-2
2024-03-30,伊利股份：融资净偿还1954.17万元，融资余额29.59亿元（03-29）,http://stock.eastmoney.com/a/202403303030029654.html,-1
2024-03-29,伊利股份：融资净买入4552.29万元，融资余额29.78亿元（03-28）,http://stock.eastmoney.com/a/202403293028714289.html,2
2024-03-28,伊利股份：融资净偿还392.94万元，融资余额29.33亿元（03-27）,http://stock.eastmoney.com/a/202403283026869427.html,-1
2024-03-27,伊利股份：连续5日融资净买入累计5554.65万元（03-26）,http://stock.eastmoney.com/a/202403273025227469.html,4
2024-03-26,伊利股份：连续4日融资净买入累计2126.69万元（03-25）,http://stock.eastmoney.com/a/202403263023699358.html,1
2024-03-23,伊利股份：连续3日融资净买入累计1981.84万元（03-22）,http://stock.eastmoney.com/a/202403233021728963.html,2
2024-03-22,伊利股份：融资净买入402.56万元，融资余额28.95亿元（03-21）,http://stock.eastmoney.com/a/202403223020355115.html,2
2024-03-21,伊利股份今日大宗交易折价成交92.83万股 成交额2427.5万元,http://finance.eastmoney.com/a/202403213019882130.html,-2
2024-03-21,伊利股份：融资净买入948.74万元，融资余额28.91亿元（03-20）,http://stock.eastmoney.com/a/202403213018872762.html,4
2024-03-20,伊利股份：连续4日融资净偿还累计2.11亿元（03-19）,http://stock.eastmoney.com/a/202403203017425214.html,2
2024-03-19,伊利股份：融资净偿还5222.67万元，两市排名第11（03-18）,http://stock.eastmoney.com/a/202403193015968490.html,-2
2024-03-16,伊利股份：融资净偿还7736.59万元，两市排名第九（03-15）,http://stock.eastmoney.com/a/202403163014141789.html,-2
2024-03-15,伊利股份：融资净偿还6912.71万元，两市排名第15（03-14）,http://stock.eastmoney.com/a/202403153012908070.html,-2
2024-03-14,伊利股份：融资净买入8332.61万元，两市排名第19（03-13）,http://stock.eastmoney.com/a/202403143011403053.html,2
2024-03-13,伊利股份：呼和浩特投资有限责任公司所持公司股份累计质押数量约1.92亿股,http://finance.eastmoney.com/a/202403133010966225.html,-1
2024-03-13,伊利股份：融资净买入1131.06万元，融资余额30.09亿元（03-12）,http://stock.eastmoney.com/a/202403133010118541.html,1
2024-03-12,伊利股份：融资净偿还2398.26万元，融资余额29.98亿元（03-11）,http://stock.eastmoney.com/a/202403123008668165.html,-2
2024-03-09,伊利股份：融资净买入4164.33万元，融资余额30.22亿元（03-08）,http://stock.eastmoney.com/a/202403093006827059.html,2
2024-03-08,伊利股份：融资净偿还396.76万元，融资余额29.8亿元（03-07）,http://stock.eastmoney.com/a/202403083005430243.html,-1
2024-03-07,伊利股份：融资净买入2442.71万元，融资余额29.84亿元（03-06）,http://stock.eastmoney.com/a/202403073004267683.html,1
2024-03-06,伊利股份：融资净偿还5211.12万元，融资余额29.6亿元（03-05）,http://stock.eastmoney.com/a/202403063003014382.html,2
2024-03-05,伊利股份：连续6日融资净买入累计1.9亿元（03-04）,http://stock.eastmoney.com/a/202403053001998719.html,3
2024-03-04,郭云龙出任双汇发展副总裁 曾任伊利股份副总裁,http://finance.eastmoney.com/a/202403043001370683.html,-2
2024-03-02,伊利股份：连续5日融资净买入累计1.42亿元（03-01）,http://stock.eastmoney.com/a/202403023000379174.html,3
2024-03-01,伊利股份：连续4日融资净买入累计1.31亿元（02-29）,http://stock.eastmoney.com/a/202403012999162782.html,1
2024-02-29,伊利股份：连续3日融资净买入累计1.03亿元（02-28）,http://stock.eastmoney.com/a/202402292997913447.html,2
2024-02-28,伊利股份：融资净买入6712.86万元，融资余额28.95亿元（02-27）,http://stock.eastmoney.com/a/202402282996621697.html,1
2024-02-27,伊利股份：融资净买入694.84万元，融资余额28.28亿元（02-26）,http://stock.eastmoney.com/a/202402272995339298.html,2
2024-02-26,大宗交易：伊利股份成交1032.55万元，成交价28.69元（02-26）,http://stock.eastmoney.com/a/202402262994635852.html,0
2024-02-24,伊利股份：融资余额28.21亿元，创近一年新低（02-23）,http://stock.eastmoney.com/a/202402242993752586.html,-2
2024-02-23,伊利股份：融资余额28.29亿元，创近一年新低（02-22）,http://stock.eastmoney.com/a/202402232992442218.html,-2
2024-02-22,伊利股份：融资余额28.37亿元，创近一年新低（02-21）,http://stock.eastmoney.com/a/202402222991238618.html,-2
2024-02-21,伊利股份：融资余额28.66亿元，创近一年新低（02-20）,http://stock.eastmoney.com/a/202402212990125768.html,-2
2024-02-20,伊利股份：融资净买入697.67万元，融资余额29.14亿元（02-19）,http://stock.eastmoney.com/a/202402202988833988.html,2
2024-02-20,伊利股份02月19日获沪股通增持797.74万股,http://stock.eastmoney.com/a/202402202988572414.html,3
2024-02-08,伊利股份：融资余额29.15亿元，创近一年新低（02-07）,http://stock.eastmoney.com/a/202402082985966370.html,-2
2024-02-07,大宗交易：伊利股份成交894.21万元，成交价28.28元（02-07）,http://stock.eastmoney.com/a/202402072985285010.html,0
2024-02-07,伊利股份：融资余额29.16亿元，创近一年新低（02-06）,http://stock.eastmoney.com/a/202402072984646884.html,-2
2024-02-06,伊利股份：融资余额29.36亿元，创近一年新低（02-05）,http://stock.eastmoney.com/a/202402062983338087.html,-2
2024-02-03,伊利股份：融资余额30.62亿元，创近一年新低（02-02）,http://stock.eastmoney.com/a/202402032981543885.html,-2
2024-02-02,伊利股份：融资净买入271.41万元，融资余额31.09亿元（02-01）,http://stock.eastmoney.com/a/202402022980336088.html,1
2024-02-01,大宗交易：伊利股份成交4289.34万元，成交价26.96元（02-01）,http://stock.eastmoney.com/a/202402012979587327.html,0
2024-02-01,伊利股份：融资余额31.07亿元，创近一年新低（01-31）,http://stock.eastmoney.com/a/202402012978947791.html,-2
2024-01-31,伊利股份：融资净偿还4363.06万元，融资余额31.54亿元（01-30）,http://stock.eastmoney.com/a/202401312977607677.html,-2
2024-01-30,伊利股份：连续3日融资净买入累计6561.1万元（01-29）,http://stock.eastmoney.com/a/202401302976227493.html,1
2024-01-27,伊利股份：融资净买入787.42万元，融资余额31.5亿元（01-26）,http://stock.eastmoney.com/a/202401272974639679.html,4
2024-01-26,伊利股份：1月26日召开董事会会议,http://finance.eastmoney.com/a/202401262974222534.html,0
2024-01-26,大宗交易：伊利股份成交816万元，成交价27.20元（01-26）,http://stock.eastmoney.com/a/202401262973981973.html,3
2024-01-26,伊利股份：融资净买入1022.05万元，融资余额31.43亿元（01-25）,http://stock.eastmoney.com/a/202401262973338889.html,0
2024-01-25,伊利股份：融资余额31.32亿元，创近一年新低（01-24）,http://stock.eastmoney.com/a/202401252972029313.html,-2
2024-01-24,伊利股份：融资净买入141.04万元，融资余额31.53亿元（01-23）,http://stock.eastmoney.com/a/202401242970713381.html,2
2024-01-23,伊利股份：融资余额31.52亿元，创近一年新低（01-22）,http://stock.eastmoney.com/a/202401232969318455.html,-2
2024-01-20,伊利股份：融资余额31.8亿元，创近一年新低（01-19）,http://stock.eastmoney.com/a/202401202967756927.html,-2
2024-01-19,伊利股份：融资净偿还494.76万元，融资余额32.12亿元（01-18）,http://stock.eastmoney.com/a/202401192966471360.html,-1
2024-01-18,伊利股份：融资净买入2047.7万元，融资余额32.17亿元（01-17）,http://stock.eastmoney.com/a/202401182965155827.html,2
2024-01-17,伊利股份：融资余额31.97亿元，创近一年新低（01-16）,http://stock.eastmoney.com/a/202401172963931486.html,-2
2024-01-16,大宗交易：伊利股份成交1293.35万元，折价0.56%（01-16）,http://stock.eastmoney.com/a/202401162963256060.html,0
2024-01-16,伊利股份：完成发行30亿元2024年度第七期超短期融资券,http://finance.eastmoney.com/a/202401162963151132.html,1
2024-01-16,伊利股份：融资余额32.13亿元，创近一年新低（01-15）,http://stock.eastmoney.com/a/202401162962698469.html,0
2024-01-13,伊利股份：融资余额32.14亿元，创近一年新低（01-12）,http://stock.eastmoney.com/a/202401132961199590.html,-2
2024-01-12,伊利股份：融资余额32.35亿元，创近一年新低（01-11）,http://stock.eastmoney.com/a/202401122959858313.html,-2
2024-01-11,伊利股份：融资余额32.59亿元，创近一年新低（01-10）,http://stock.eastmoney.com/a/202401112958347149.html,-1
2024-01-10,伊利股份：融资余额33.03亿元，创近一年新低（01-09）,http://stock.eastmoney.com/a/202401102956938258.html,3
2024-01-09,伊利股份：连续3日融资净偿还累计7211.56万元（01-08）,http://stock.eastmoney.com/a/202401092955519824.html,-2
2024-01-06,聚焦主业，伊利股份全资子公司26亿元转让所持煤炭公司股权,http://finance.eastmoney.com/a/202401062953833558.html,2
2024-01-06,伊利股份：融资净偿还3590.4万元，融资余额33.55亿元（01-05）,http://stock.eastmoney.com/a/202401062953714611.html,-1
2024-01-05,为聚焦主业发展 伊利股份子公司拟26.474亿元转让控股公司股权,http://finance.eastmoney.com/a/202401052953395264.html,3
2024-01-05,伊利股份子公司拟转让昌吉盛新95%股权 交易对价超过26亿元,http://finance.eastmoney.com/a/202401052953389764.html,2
2024-01-05,优化资产结构 伊利股份子公司拟以 26.47 亿元转让昌吉盛新95%股权,http://finance.eastmoney.com/a/202401052953387720.html,2
2024-01-05,优化资产结构 伊利股份子公司拟26亿元转让昌吉盛新95%股权,http://finance.eastmoney.com/a/202401052953309330.html,2
2024-01-05,伊利股份：股东呼和浩特投资有限责任公司本次解质股份31980500股,http://finance.eastmoney.com/a/202401052953290885.html,0
2024-01-05,伊利股份：子公司拟以26.47亿元转让所持昌吉盛新95%股权,http://finance.eastmoney.com/a/202401052953262913.html,2
2024-01-05,伊利股份：呼和浩特投资有限责任公司所持公司股份累计质押数量约1.91亿股,http://finance.eastmoney.com/a/202401052953259372.html,-1
2024-01-05,伊利股份：子公司拟26.47亿元转让昌吉盛新95%股权,http://finance.eastmoney.com/a/202401052953164412.html,2
2024-01-05,伊利股份：子公司拟26.47亿元转让昌吉盛新95%股权,http://finance.eastmoney.com/a/202401052953154814.html,2
2024-01-05,伊利股份：旗下公司拟26.474亿元转让控股子公司昌吉盛新95%股权,http://finance.eastmoney.com/a/202401052953152536.html,2
2024-01-05,伊利股份：融资净偿还414.83万元，融资余额33.91亿元（01-04）,http://stock.eastmoney.com/a/202401052952400171.html,-1
2024-01-04,伊利股份：融资净买入7227.42万元，两市排名第14（01-03）,http://stock.eastmoney.com/a/202401042951168998.html,2
2024-01-03,伊利股份：融资净买入2004.43万元，融资余额33.23亿元（01-02）,http://stock.eastmoney.com/a/202401032949848442.html,2
