发布时间,新闻标题,URL,影响评分
2024/4/17,国际组织WDTA首次就大模型安全发布国际标准 蚂蚁集团、OpenAI、科大讯飞等参编,http://finance.eastmoney.com/a/202404173048621884.html,3
2024/4/17,OpenAI、蚂蚁集团、谷歌、科大讯飞等联合编制大模型安全国际标准正式发布,http://finance.eastmoney.com/a/202404173048612189.html,2
2024/4/17,科大讯飞：融资净偿还915.04万元，融资余额78.98亿元（04-16）,http://stock.eastmoney.com/a/202404173047760991.html,1
2024/4/17,区域财经榜丨河南“三蹦子”出海热卖20多国·深圳宝安跨境电商进出口增长超2000%·长沙与科大讯飞深化合作,http://finance.eastmoney.com/a/202404173047672848.html,2
2024/4/17,科大讯飞04月16日被深股通减持86.6万股,http://stock.eastmoney.com/a/202404173047278443.html,0
2024/4/16,科大讯飞切入新能源汽车赛道 与睿蓝汽车签订战略合作协议,http://finance.eastmoney.com/a/202404163046932298.html,3
2024/4/16,睿蓝汽车与科大讯飞签署战略合作协议,http://finance.eastmoney.com/a/202404163046924559.html,2
2024/4/16,公司给科大讯飞和新华三供货哪些产品？奥尼电子回应,http://finance.eastmoney.com/a/202404163046850683.html,1
2024/4/16,睿蓝汽车与科大讯飞正式签署战略合作协议,http://finance.eastmoney.com/a/202404163046813765.html,3
2024/4/16,睿蓝汽车与科大讯飞签署战略合作协议 开启汽车智能领域深度合作,http://finance.eastmoney.com/a/202404163046647083.html,3
2024/4/16,力帆科技携手科大讯飞 开启新能源智能出行新境界,http://finance.eastmoney.com/a/202404163046192574.html,2
2024/4/16,科大讯飞：融资净买入530.23万元，融资余额79.07亿元（04-15）,http://stock.eastmoney.com/a/202404163045481233.html,2
2024/4/16,科大讯飞04月15日获深股通增持151.48万股,http://stock.eastmoney.com/a/202404163045051224.html,1
2024/4/15,长沙市与科大讯飞签署深化合作框架协议,http://finance.eastmoney.com/a/202404153044864055.html,3
2024/4/15,长沙市与科大讯飞签署深化合作框架协议,http://finance.eastmoney.com/a/202404153044862385.html,2
2024/4/15,科大讯飞与睿蓝汽车签订战略合作协议,http://finance.eastmoney.com/a/202404153044855245.html,2
2024/4/15,科大讯飞与长沙市政府签署深化合作框架协议,http://finance.eastmoney.com/a/202404153044842377.html,2
2024/4/15,科大讯飞推出超拟人语音合成技术 非常接近人类真实声音,http://finance.eastmoney.com/a/202404153044541277.html,3
2024/4/15,科大讯飞华中总部基地今年内将交付使用,http://finance.eastmoney.com/a/202404153044539437.html,2
2024/4/15,科大讯飞华中总部基地今年内将交付使用,http://finance.eastmoney.com/a/202404153044538989.html,2
2024/4/15,科大讯飞：融资净偿还1548.02万元，融资余额79.02亿元（04-12）,http://stock.eastmoney.com/a/202404153043482382.html,1
2024/4/13,科大讯飞04月12日被深股通减持199.31万股,http://stock.eastmoney.com/a/202404133042599719.html,1
2024/4/12,科大讯飞“AI程序员”应用超百家企业,http://finance.eastmoney.com/a/202404123042426374.html,3
2024/4/12,科大讯飞给100多家企业配上AI程序员,http://finance.eastmoney.com/a/202404123042163597.html,1
2024/4/12,科大讯飞“杀入”千亿规模市场 给100多家企业配上了AI程序员,http://finance.eastmoney.com/a/202404123042071842.html,3
2024/4/12,科大讯飞：融资净买入147.91万元，融资余额79.17亿元（04-11）,http://stock.eastmoney.com/a/202404123041662039.html,2
2024/4/11,科大讯飞：融资净偿还1837.99万元，融资余额79.16亿元（04-10）,http://stock.eastmoney.com/a/202404113040165688.html,-2
2024/4/11,科大讯飞04月10日被深股通减持219.53万股,http://stock.eastmoney.com/a/202404113039656315.html,-2
2024/4/10,科大讯飞：融资净买入58.24万元，融资余额79.34亿元（04-09）,http://stock.eastmoney.com/a/202404103038586444.html,1
2024/4/10,科大讯飞04月09日被深股通减持232.25万股,http://stock.eastmoney.com/a/202404103038068658.html,-2
2024/4/9,科大讯飞：刘巍辞去公司监事、监事会主席职务,http://finance.eastmoney.com/a/202404093037850995.html,-2
2024/4/9,科大讯飞：连续3日融资净偿还累计1.2亿元（04-08）,http://stock.eastmoney.com/a/202404093037074376.html,-2
2024/4/8,科大讯飞：融资净偿还5646.03万元，融资余额79.44亿元（04-03）,http://stock.eastmoney.com/a/202404083035533375.html,-2
2024/4/7,科大讯飞投资AI情感陪伴创新公司“超级崽崽”,http://finance.eastmoney.com/a/202404073035225257.html,2
2024/4/3,博敏电子：近年来，公司与科大讯飞保持密切合作，荣获科大讯飞“2023年度优秀供应商”称号,http://finance.eastmoney.com/a/202404033034280883.html,0
2024/4/3,科大讯飞：融资净偿还5275.91万元，融资余额80.01亿元（04-02）,http://stock.eastmoney.com/a/202404033033460228.html,-2
2024/4/2,科大讯飞：融资净买入6737.92万元，融资余额80.53亿元（04-01）,http://stock.eastmoney.com/a/202404023032027695.html,2
2024/4/1,科大讯飞：融资净偿还1640.39万元，融资余额79.86亿元（03-29）,http://stock.eastmoney.com/a/202404013030682947.html,1
2024/3/29,科大讯飞董事长刘庆峰： 加快推动我国通用人工智能发展,http://finance.eastmoney.com/a/202403293029321549.html,2
2024/3/29,全国机器人标准化技术委员会第二次会议在科大讯飞召开，机器人ETF（562500）震荡回调,http://finance.eastmoney.com/a/202403293029273876.html,2
2024/3/29,科大讯飞：融资净偿还5567.08万元，两市排名第14（03-28）,http://stock.eastmoney.com/a/202403293028816937.html,0
2024/3/29,科大讯飞03月28日获深股通增持623.51万股,http://stock.eastmoney.com/a/202403293028396718.html,2
2024/3/28,全国机器人标准化技术委员会人形机器人标准工作组第二次会议在科大讯飞召开,http://finance.eastmoney.com/a/202403283028159285.html,2
2024/3/28,数据复盘丨主力资金加仓计算机、电子等行业 北向资金抢筹五粮液、科大讯飞等,http://finance.eastmoney.com/a/202403283028052074.html,2
2024/3/28,北向资金今日净买入23.35亿元 五粮液、科大讯飞等获加仓,http://stock.eastmoney.com/a/202403283028022016.html,2
2024/3/28,科大讯飞：讯飞星火大模型V4.0预计6月发布,http://finance.eastmoney.com/a/202403283027912820.html,4
2024/3/28,科大讯飞：讯飞星火大模型预计6月发布4.0版本,http://finance.eastmoney.com/a/202403283027847591.html,3
2024/3/28,华为HMS概念股一路高歌大涨超6% 科大讯飞冲击涨停,http://stock.eastmoney.com/a/202403283027804774.html,3
2024/3/28,“新质生产力”午后发力，科大讯飞冲击涨停，云计算ETF(159890)、软件龙头ETF(159899)均涨逾4%,http://finance.eastmoney.com/a/202403283027779564.html,3
2024/3/28,科大讯飞刘聪：讯飞星火V4.0预计在6月发布,http://finance.eastmoney.com/a/202403283027682478.html,3
2024/3/28,ChatGPT概念全线反弹，软件ETF(159852)盘中涨超4%，科大讯飞领涨,http://stock.eastmoney.com/a/202403283027680830.html,3
2024/3/28,科大讯飞刘聪：6月将推出对标GPT4的星火大模型V4.0版本,http://finance.eastmoney.com/a/202403283027605996.html,3
2024/3/28,人工智能成博鳌亚洲论坛焦点 云计算ETF涨超3% 重仓股科大讯飞涨超5%,http://finance.eastmoney.com/a/202403283027643986.html,3
2024/3/28,低空经济再度活跃，智能车ETF（159888）开盘拉升，科大讯飞涨超3%,http://finance.eastmoney.com/a/202403283027443375.html,3
2024/3/28,科大讯飞：融资净买入1802.16万元，融资余额80.58亿元（03-27）,http://stock.eastmoney.com/a/202403283027071636.html,2
2024/3/27,科大讯飞与华为举行鸿蒙合作签约仪式,http://finance.eastmoney.com/a/202403273026324047.html,3
2024/3/27,科大讯飞副总裁、研究院院长刘聪：“人工智能+”时代，通用大模型赋能数字经济高质量发展,http://finance.eastmoney.com/a/202403273026281417.html,3
2024/3/27,科大讯飞等成立科技公司，含多项AI业务,http://finance.eastmoney.com/a/202403273025968343.html,2
2024/3/27,科大讯飞等成立科技公司 含多项AI业务,http://finance.eastmoney.com/a/202403273025963841.html,2
2024/3/27,科大讯飞副总裁刘聪：2024年将推出对标GPT4大模型产品,http://finance.eastmoney.com/a/202403273025872558.html,3
2024/3/27,科大讯飞副总裁刘聪：星火大模型将在今年年中左右在中文能力上全面对标GPT-4,http://finance.eastmoney.com/a/202403273025864580.html,3
2024/3/27,科大讯飞：融资净偿还1.05亿元，两市排名第11（03-26）,http://stock.eastmoney.com/a/202403273025353519.html,-2
2024/3/27,科大讯飞03月26日获深股通增持146.77万股,http://stock.eastmoney.com/a/202403273024904656.html,1
2024/3/26,大宗交易：机构账户买入科大讯飞518.62万元（03-26）,http://stock.eastmoney.com/a/202403263024577279.html,2
2024/3/26,科大讯飞大宗交易成交518.62万元 买方为机构专用席位,http://finance.eastmoney.com/a/202403263024545646.html,-2
2024/3/26,科大讯飞：融资净偿还1932.04万元，融资余额81.45亿元（03-25）,http://stock.eastmoney.com/a/202403263023815811.html,-2
2024/3/26,科大讯飞03月25日获深股通增持301.75万股,http://stock.eastmoney.com/a/202403263023379134.html,2
2024/3/25,科大讯飞：王宏星辞去公司监事职务,http://finance.eastmoney.com/a/202403253023046534.html,-1
2024/3/25,科大讯飞：融资净买入6650.29万元，融资余额81.64亿元（03-22）,http://stock.eastmoney.com/a/202403253022253517.html,2
2024/3/23,科大讯飞03月22日被深股通减持163.41万股,http://stock.eastmoney.com/a/202403233021527120.html,-2
2024/3/22,是否考虑在驾驶辅助系统里面接入Kimi语言大模型、科大讯飞的星火大模型？华安鑫创：处于内部讨论阶段,http://finance.eastmoney.com/a/202403223021096258.html,0
2024/3/22,科大讯飞：融资净偿还9305.49万元，两市排名第五（03-21）,http://stock.eastmoney.com/a/202403223020448616.html,-2
2024/3/22,科大讯飞03月21日被深股通减持236.42万股,http://stock.eastmoney.com/a/202403223020034827.html,-2
2024/3/21,科大讯飞与苏州银行签署战略合作协议 共同探索“AI+金融”合作新领域,http://finance.eastmoney.com/a/202403213019640411.html,2
2024/3/21,是否考虑在驾驶辅助系统里面接入Kimi语言大模型、科大讯飞的星火大模型？华安鑫创：暂未接入,http://finance.eastmoney.com/a/202403213019617223.html,0
2024/3/21,科大讯飞：融资净买入7233.11万元，融资余额81.91亿元（03-20）,http://stock.eastmoney.com/a/202403213018924134.html,2
2024/3/20,全球基金连续第2个月净买入中国股票 A50ETF基金(159592)盘初飘红 科大讯飞涨近2%丨ETF观察,http://finance.eastmoney.com/a/202403203017846720.html,2
2024/3/20,科大讯飞：融资净偿还7789.62万元，两市排名第18（03-19）,http://stock.eastmoney.com/a/202403203017484585.html,-2
2024/3/20,科大讯飞03月19日被深股通减持107.76万股,http://stock.eastmoney.com/a/202403203017076555.html,-2
2024/3/19,科大讯飞：融资净买入6657.94万元，融资余额81.96亿元（03-18）,http://stock.eastmoney.com/a/202403193016093688.html,2
2024/3/19,科大讯飞03月18日被深股通减持153.72万股,http://stock.eastmoney.com/a/202403193015643483.html,1
2024/3/18,科大讯飞：融资净买入7312.66万元，两市排名第16（03-15）,http://stock.eastmoney.com/a/202403183014598549.html,2
2024/3/15,华为与科大讯飞等启动“同舟共济”行动计划,http://finance.eastmoney.com/a/202403153013562075.html,2
2024/3/15,华为与北明软件、科大讯飞等启动“同舟共济”行动计划,http://finance.eastmoney.com/a/202403153013478582.html,2
2024/3/15,科大讯飞：融资净偿还7361.46万元，两市排名第14（03-14）,http://stock.eastmoney.com/a/202403153013045931.html,-2
2024/3/15,科大讯飞03月14日获深股通增持114.99万股,http://stock.eastmoney.com/a/202403153012616182.html,2
2024/3/14,62款APP侵害用户权益被通报！涉怪兽充电、科大讯飞等,http://finance.eastmoney.com/a/202403143012460463.html,-2
2024/3/14,中国软件国际：与科大讯飞达成战略合作 助力“人工智能+”行动,http://finance.eastmoney.com/a/202403143012273395.html,2
2024/3/14,科大讯飞与中软国际签署战略合作协议,http://finance.eastmoney.com/a/202403143012260452.html,3
2024/3/14,科大讯飞：融资净买入1112.88万元，融资余额81.3亿元（03-13）,http://stock.eastmoney.com/a/202403143011602179.html,1
2024/3/14,科大讯飞03月13日获深股通增持251.2万股,http://stock.eastmoney.com/a/202403143011172228.html,4
2024/3/13,科大讯飞：融资净偿还3899.89万元，融资余额81.19亿元（03-12）,http://stock.eastmoney.com/a/202403133010262557.html,3
2024/3/13,科大讯飞03月12日获深股通增持88.98万股,http://stock.eastmoney.com/a/202403133009777412.html,2
2024/3/12,科大讯飞：融资净偿还7542.74万元，两市排名第12（03-11）,http://stock.eastmoney.com/a/202403123008778984.html,-2
2024/3/12,科大讯飞03月11日获深股通增持151.09万股,http://stock.eastmoney.com/a/202403123008327128.html,2
2024/3/11,科大讯飞：连续3日融资净买入累计1.51亿元（03-08）,http://stock.eastmoney.com/a/202403113007349354.html,2
2024/3/9,科大讯飞03月08日被深股通减持181.3万股,http://stock.eastmoney.com/a/202403093006584845.html,-2
2024/3/8,科大讯飞：融资净买入1000.89万元，融资余额82.04亿元（03-07）,http://stock.eastmoney.com/a/202403083005525325.html,2
2024/3/8,科大讯飞分拆医疗赴港IPO 讯飞医疗业绩连亏 员工持股受关注,http://finance.eastmoney.com/a/202403083005298450.html,-2
2024/3/8,科大讯飞03月07日获深股通增持115.56万股,http://stock.eastmoney.com/a/202403083005094989.html,2
2024/3/7,全国人大代表、科大讯飞董事长刘庆峰：加快构建教育专属大模型,http://finance.eastmoney.com/a/202403073004837823.html,3
2024/3/7,科大讯飞：融资净买入1.12亿元，两市排名第11（03-06）,http://stock.eastmoney.com/a/202403073004332092.html,2
2024/3/7,全国人大代表、科大讯飞董事长刘庆峰：制定《通用人工智能发展规划》 推动大模型赋能千行百业,http://finance.eastmoney.com/a/202403073003863860.html,3
2024/3/6,全国人大代表、科大讯飞董事长刘庆峰： 建议制定国家《通用人工智能发展规划》，推动大模型赋能千行百业,http://finance.eastmoney.com/a/202403063003782440.html,3
2024/3/6,科大讯飞尹晓辉：用人工智能服务中原人民 建设美好河南｜信心2024,http://finance.eastmoney.com/a/202403063003374851.html,2
2024/3/6,科大讯飞：融资净偿还1.54亿元，两市排名第五（03-05）,http://stock.eastmoney.com/a/202403063003117387.html,-2
2024/3/6,全国人大代表、科大讯飞董事长刘庆峰：制定国家规划 加速推动通用人工智能发展,http://finance.eastmoney.com/a/202403063003052635.html,3
2024/3/6,科大讯飞：坚持源头核心技术系统性创新 扎实提升公司质量和投资价值,http://finance.eastmoney.com/a/202403063002851214.html,3
2024/3/5,全国人大代表、科大讯飞董事长刘庆峰：制定国家《通用人工智能发展规划》 加快推动我国通用人工智能发展,http://finance.eastmoney.com/a/202403053002821419.html,3
2024/3/5,科大讯飞：“飞星一号”是科大讯飞联合华为打造的基于昇腾生态的自主可控大模型算力底座平台,http://finance.eastmoney.com/a/202403053002809447.html,2
2024/3/5,科大讯飞：公司目前没有开发手机的计划,http://finance.eastmoney.com/a/202403053002795447.html,-1
2024/3/5,科大讯飞：星火大模型具备接入手机提供AI服务的能力,http://finance.eastmoney.com/a/202403053002796496.html,2
2024/3/5,全国人大代表、科大讯飞董事长刘庆峰：建议制定《通用人工智能发展规划》,http://finance.eastmoney.com/a/202403053002643259.html,3
2024/3/5,两会时间|全国人大代表、科大讯飞董事长刘庆峰：建议制定国家《通用人工智能发展规划》 形成自主可控产业生态,http://finance.eastmoney.com/a/202403053002468586.html,3
2024/3/5,科大讯飞董事长刘庆峰建言：对未来可能被AI大量替代的行业和岗位 提前做好应对,http://finance.eastmoney.com/a/202403053002458723.html,2
2024/3/5,科大讯飞：融资净偿还359.36万元，融资余额82.36亿元（03-04）,http://stock.eastmoney.com/a/202403053002113114.html,3
2024/3/5,科大讯飞03月04日被深股通减持145.27万股,http://stock.eastmoney.com/a/202403053001663652.html,1
2024/3/4,科大讯飞大宗交易成交20.89万股 成交额988.51万元,http://finance.eastmoney.com/a/202403043001306452.html,-2
2024/3/4,大宗交易：科大讯飞成交988.51万元，折价9.57%（03-04）,http://stock.eastmoney.com/a/202403043001255596.html,-2
2024/3/4,科大讯飞：融资净买入2.17亿元，两市排名第三（03-01）,http://stock.eastmoney.com/a/202403043000875797.html,2
2024/3/2,科大讯飞03月01日被深股通减持114.05万股,http://stock.eastmoney.com/a/202403023000118264.html,-2
2024/3/1,教育ETF(513360)午后再涨，科大讯飞、中教控股涨超6%,http://fund.eastmoney.com/a/202403012999610542.html,2
2024/3/1,科大讯飞：融资净偿还6667.49万元，两市排名第四（02-29）,http://stock.eastmoney.com/a/202403012999268358.html,-2
2024/3/1,科大讯飞02月29日被深股通减持259.6万股,http://stock.eastmoney.com/a/202403012998832968.html,-2
2024/2/29,科大讯飞：融资净买入1.92亿元，两市排名第三（02-28）,http://stock.eastmoney.com/a/202402292998006234.html,1
2024/2/28,科大讯飞：讯飞医疗赴港IPO备案申请材料获中国证监会接收,http://finance.eastmoney.com/a/202402282997236632.html,2
2024/2/28,科大讯飞：控股子公司H股上市备案申请材料获中国证监会接收,http://finance.eastmoney.com/a/202402282997018035.html,2
2024/2/28,科大讯飞：融资净买入2667.98万元，融资余额78.97亿元（02-27）,http://stock.eastmoney.com/a/202402282996711395.html,2
